resource,description,development-policy,development-policy-categories,end-date,entry-date,geographies,name,notes,organisation,start-date,slug
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TR14,car-parks;parking,,2020-12-21,E07000005,Retention of Existing Areas of Off-Street Vehicle Parking Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TR14
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TR15,car-parks;design,,2020-12-21,E07000005,Design of Parking Areas Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TR15
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TR16,car-parks;development-management,,2020-12-21,E07000005,Parking and Manoeuvring Standards Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TR16
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R2,community-facilities;development-management;leisure,,2020-12-21,E07000005,Loss of Existing Sports Facilities Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R3,community-facilities;development-management;leisure,,2020-12-21,E07000005,Indoor Sports Facilities in the Built-up Areas excluded from the Green Belt,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R4,green-belt;community-facilities;development-management;leisure,,2020-12-21,E07000005,Indoor Sports Facilities in the Green Belt,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R6,community-facilities;development-management;leisure;lighting,,2020-12-21,E07000005,Floodlighting of Sports Facilities Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R7,area/location-specific-policy;development-management;leisure;open-space,,2020-12-21,E07000005,Loss of Public Amenity Open Space and Common Land as defined on the Proposals Map,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R8,area/location-specific-policy;development-management;leisure;open-space,,2020-12-21,E07000005,Retention of Existing Character and Appearance of Public Amenity Open Space and Common Land as defined on the Proposals Map,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R10,area/location-specific-policy;development-management;leisure;open-space,,2020-12-21,E07000005,Loss of Other Amenity Open Space (not open to the general public) as defined on the Proposals Map,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R11,area/location-specific-policy,,2020-12-21,E07000005,Land to the South East of Chesham Moor : Water Based Recreation,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R11
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R12,allotments;development-management,,2020-12-21,E07000005,Loss of Allotments Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R12
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R13,equestrian-facilities,,2020-12-21,E07000005,Horse Riding and Equestrian Activities Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R13
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-R16,development-management,,2020-12-21,E07000005,Golf Courses and Golf Driving Ranges Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-R16
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-T2,green-belt;tourism,,2020-12-21,E07000005,Hotels and Guest Houses in the Green Belt,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-T2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-T4,green-belt;tourism,,2020-12-21,E07000005,Sites for Touring Holiday Caravans and Touring Holiday Tents in the Green Belt,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-T4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-CSF1,community-facilities;development-management,,2020-12-21,E07000005,Provision of Community Services and Facilities in the Built-up Areas Excluded from the Green Belt,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-CSF1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-CSF2,community-facilities;development-management,,2020-12-21,E07000005,Loss of Community Services and Facilities in the Built-up Areas Excluded from the Green Belt,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-CSF2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-AS1,archaeology,,2020-12-21,E07000005,Scheduled Monuments and Other Nationally Important Unscheduled Archaeological Remains Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-AS1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-AS2,archaeology,,2020-12-21,E07000005,Other Unscheduled Archaeological Remains Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-AS2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-LB1,heritage;listed-building,,2020-12-21,E07000005,Protection of Special Architectural or Historic Interest of Listed Buildings Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-LB1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-LB2,listed-building,,2020-12-21,E07000005,Protection of Setting of Listed Buildings Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-LB2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-LB3,listed-building,,2020-12-21,E07000005,Demolition of Listed Buildings Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-LB3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-LB4,listed-building,,2020-12-21,E07000005,Change of Use of Listed Buildings Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-LB4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-CA1,conservation-area;development-management,,2020-12-21,E07000005,Works to Buildings in Conservation Areas as Defined on the Proposals Map,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-CA1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-CA2,conservation-area;views,,2020-12-21,E07000005,"Views Within, out of, or into the Conservation Areas as Defined on the Proposals Map",,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-CA2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-CA3,conservation-area;development-management,,2020-12-21,E07000005,Changes of Use in Conservation Areas as Defined on the Proposals Map,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-CA3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-CA4,conservation-area;development-management,,2020-12-21,E07000005,Demolition of Unlisted Buildings in Conservation Areas as Defined on the Proposals Map,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-CA4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-CA5,conservation-area;trees,,2020-12-21,E07000005,Trees in Conservation Areas as Defined on the Proposals Map,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-CA5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TW2,trees,,2020-12-21,E07000005,Consent for Works to Trees Covered By A Tree Preservation Order Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TW2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TW3,trees,,2020-12-21,E07000005,Resistance to Loss of Trees Covered By A Tree Preservation Order Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TW3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TW6,trees,,2020-12-21,E07000005,Resistance to Loss of Woodland Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TW6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-NC1,biodiversity;ecology;nature,,2020-12-21,E07000005,Safeguarding of Nature Conservation Interests Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-NC1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-NC3,area/location-specific-policy,,2020-12-21,E07000005,"Local Nature Reserve; Weirhouse Mill, Chesham",,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-NC3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-A2,advertising;development-management,,2020-12-21,E07000005,Illuminated Non-Projecting Advertisements Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-A2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-A3,advertising;development-management,,2020-12-21,E07000005,Illuminated Projecting Advertisements Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-A3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TD1,broadband;infrastructure;communications;development-management,,2020-12-21,E07000005,Network Developments Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TD1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-TD2,broadband;infrastructure;communications;development-management,,2020-12-21,E07000005,Other Telecommunications Development Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-TD2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,clp-OEL1,development-management,,2020-12-21,E07000005,Low Voltage Overhead Electricity Lines Throughout the District,,local-authority-eng:BUC,1997-09-01,development-policy/local-authority-eng/BUC/clp-OEL1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS1,strategic-policy,,2020-12-21,E07000005,The Spatial Strategy,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS2,strategic-policy,,2020-12-21,E07000005,Amount and Distribution of Residential Development 2006-2026,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS3,strategic-policy,,2020-12-21,E07000005,Amount and Distribution of Non-Residential Development 2006-2026,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS4,strategic-policy,,2020-12-21,E07000005,Ensuring that Development Is Sustainable,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS5,energy;strategic-policy,,2020-12-21,E07000005,Encouraging Renewable Energy Schemes,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS6,allocated-sites;housing,,2020-12-21,E07000005,Strategic Housing Allocations,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS7,green-belt;allocated-sites;housing,,2020-12-21,E07000005,Major Developed Sites Within The Green Belt Allocated For Housing,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS8,affordable-housing,,2020-12-21,E07000005,Affordable Housing Policy,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS9,affordable-housing,,2020-12-21,E07000005,Affordable Housing in Rural Areas,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS10,affordable-housing,,2020-12-21,E07000005,Affordable Housing Type,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS11,affordable-housing,,2020-12-21,E07000005,Affordable Housing Size,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS11
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS12,specialised-housing,,2020-12-21,E07000005,Specialist Housing,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS12
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS13,green-belt;area/location-specific-policy;allocated-sites,,2020-12-21,E07000005,"Major Developed Sites Within The Green Belt At The National Society For Epilepsy, Chalfont St Peter",,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS13
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS14,gypsy-and-travellers,,2020-12-21,E07000005,Sites for Gypsies and Travellers And Sites for Travelling Showpeople,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS14
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS15,strategic-policy,,2020-12-21,E07000005,Smart Growth,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS15
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS16,employment,,2020-12-21,E07000005,Employment Land,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS16
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS17,green-belt;area/location-specific-policy;allocated-sites,,2020-12-21,E07000005,"Major Developed Site Within The Green Belt At Chalfont Grove, Chalfont St Peter",,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS17
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS18,development-management,,2020-12-21,E07000005,Development Within District Shopping Centres,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS18
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS19,economy,,2020-12-21,E07000005,Supporting The Rural Economy,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS19
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS20,design,,2020-12-21,E07000005,Design And Environmental Quality,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS20
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS21,development-management,,2020-12-21,E07000005,Areas Of Little Change,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS21
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS22,designation;nature,,2020-12-21,E07000005,Chilterns Area of Outstanding Natural Beauty,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS22
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS23,green-belt,,2020-12-21,E07000005,Review of the Boundaries of Identified Settlements and Rows of Dwellings Within the Green Belt,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS23
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS24,biodiversity,,2020-12-21,E07000005,Biodiversity,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS24
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,ccs-CS25,transport,,2020-12-21,E07000005,Dealing with the Impact of New Development on the Transport Network,,local-authority-eng:BUC,2011-11-15,development-policy/local-authority-eng/BUC/ccs-CS25
